,name,company,year,Price,kms_driven,fuel_type
4203,i20 Asta,Hyundai,2004,819870,145922,LPG
4204,Polo Highline,Volkswagen,2023,2405924,74467,Diesel
4205,Bolero Power,Mahindra,2014,1412235,86931,LPG
4206,Octavia Classic,Skoda,2023,940197,7626,Petrol
4207,Lodgy 85 PS,Renault,2015,1770452,30600,Petrol
4208,X1 sDrive,BMW,2009,1225620,51659,LPG
4209,Lodgy 85 PS,Renault,2002,469367,124766,LPG
4210,Ameo 1.5,Volkswagen,2008,86659,52614,LPG
4211,5 Series 520d,BMW,2023,2160782,116126,LPG
4212,i20 Asta,Hyundai,2022,1931619,49855,LPG
4213,C Class C220,Mercedes,2013,1058505,121109,CNG
4214,Harrier XZ,Tata,2015,510988,51895,Diesel
4215,Rapid 1.6,Skoda,2013,997906,51964,Diesel
4216,A3 35 TFSI,Audi,2012,1594054,123084,Petrol
4217,Suzuki Baleno,Maruti,2000,190882,3096,Petrol
4218,Etios Liva,Toyota,2017,335748,26753,LPG
4219,Sail 1.2,Chevrolet,2016,640007,84961,CNG
4220,Yeti Plus,Skoda,2005,121148,104183,Diesel
4221,Jetta 2.0,Volkswagen,2012,1566702,12841,Petrol
4222,Polo Highline,Volkswagen,2013,1275643,114632,Petrol
4223,X5 xDrive,BMW,2019,434400,8093,Diesel
4224,KUV100,Mahindra,2018,639042,115805,CNG
4225,Amaze SX,Honda,2011,1097670,2522,Diesel
4226,Ameo 1.5,Volkswagen,2007,410163,49710,CNG
4227,Fortuner 3.0,Toyota,2000,701059,37280,Petrol
4228,Duster 110 PS,Renault,2019,246748,71915,Petrol
4229,Beat LS,Chevrolet,2022,94301,40399,Diesel
4230,City VX,Honda,2002,440597,113108,Petrol
4231,Safari Dicor,Tata,2009,892772,48631,LPG
4232,Lodgy 85 PS,Renault,2019,382655,99604,Petrol
4233,Nexon XZ,Tata,2018,1551641,88396,Petrol
4234,Nexon XZ,Tata,2010,1264647,131917,LPG
4235,Fabia 1.2L,Skoda,2003,535440,32615,LPG
4236,Duster 110 PS,Renault,2019,427403,85284,CNG
4237,Q7 3.0 TDI,Audi,2017,515546,43293,Petrol
4238,Creta 1.6,Hyundai,2014,814963,83729,Petrol
4239,Kicks XL,Nissan,2021,456734,76641,CNG
4240,E Class E220,Mercedes,2017,1417827,51742,Diesel
4241,Spark 1.0,Chevrolet,2016,1841297,68902,Diesel
4242,Ameo 1.5,Volkswagen,2019,1115833,92971,CNG
4243,Corolla Altis,Toyota,2023,1206087,63624,Diesel
4244,GLA Class 200,Mercedes,2015,605778,105646,Diesel
4245,Santro Xing,Hyundai,2014,1423150,144489,Diesel
4246,Terrano XL,Nissan,2011,479417,48085,LPG
4247,Nano GenX,Tata,2000,332876,114449,LPG
4248,Yaris J,Toyota,2008,444733,103763,Diesel
4249,Kicks XL,Nissan,2021,1850218,5558,CNG
4250,Civic 1.8V,Honda,2020,608220,125158,LPG
4251,Duster 110 PS,Renault,2013,257294,102490,CNG
4252,Vento 1.5,Volkswagen,2006,475498,128489,CNG
4253,Ameo 1.5,Volkswagen,2001,175695,4725,Petrol
4254,Suzuki Alto 800,Maruti,2015,962491,22659,Diesel
4255,Creta 1.6,Hyundai,2009,365076,131725,LPG
4256,C Class C220,Mercedes,2001,533179,136684,Diesel
4257,Elantra,Hyundai,2012,1153150,62247,Diesel
4258,Polo Highline,Volkswagen,2009,1372418,139394,Diesel
4259,Grand i10,Hyundai,2017,822416,75837,Diesel
4260,Grand i10,Hyundai,2015,383702,147654,Petrol
4261,Thar CRDe,Mahindra,2019,1786592,90199,Petrol
4262,X5 xDrive,BMW,2006,116225,104518,CNG
4263,Harrier XZ,Tata,2010,251029,142024,Diesel
4264,X1 sDrive,BMW,2023,1882344,22371,CNG
4265,XUV500 W8,Mahindra,2023,2355132,96969,Diesel
4266,Endeavour 3.2,Ford,2022,2219860,133693,Diesel
4268,Terrano XL,Nissan,2007,337441,97200,LPG
4269,Suzuki Ertiga,Maruti,2010,1342234,90658,LPG
4271,3 Series 320d,BMW,2010,1110533,39735,Diesel
4272,Suzuki Ertiga,Maruti,2003,61629,25989,Diesel
4273,Ameo 1.5,Volkswagen,2021,1251031,82912,Diesel
4274,i20 Asta,Hyundai,2007,796315,47040,Diesel
4275,Tiago Revotorq,Tata,2003,478311,91630,CNG
4276,Harrier XZ,Tata,2009,993115,47037,Diesel
4277,Suzuki Vitara Brezza,Maruti,2002,614840,81705,Petrol
4278,Beat LS,Chevrolet,2020,998149,85638,Petrol
4280,Figo Aspire,Ford,2019,1889916,14234,CNG
4281,Civic 1.8V,Honda,2014,1750548,132764,Diesel
4282,Innova 2.5 V,Toyota,2006,231140,66042,Diesel
4283,Suzuki Ertiga,Maruti,2013,828856,70186,LPG
4284,X5 xDrive,BMW,2001,482936,146097,Diesel
4285,Endeavour 3.2,Ford,2001,366434,50136,Petrol
4286,5 Series 520d,BMW,2013,1176382,95407,Diesel
4287,X5 xDrive,BMW,2018,208677,130260,LPG
4288,Micra XL,Nissan,2001,106866,12924,CNG
4290,Thar CRDe,Mahindra,2007,778422,63459,Diesel
4291,A4 2.0 TDI,Audi,2006,790303,74275,CNG
4292,X5 xDrive,BMW,2005,946324,149817,CNG
4293,Sunny XV,Nissan,2022,1004135,55423,Petrol
4294,CR-V 2.4,Honda,2016,107060,20503,CNG
4295,Kwid RXT,Renault,2014,1491441,39961,Diesel
4296,Figo Aspire,Ford,2007,1020295,16074,CNG
4297,Nano GenX,Tata,2004,52437,99442,Diesel
4298,3 Series 320d,BMW,2000,46845,101235,LPG
4299,X1 sDrive,BMW,2009,1115628,14912,CNG
4300,Micra XL,Nissan,2004,789007,25176,Petrol
4301,Suzuki Wagon R,Maruti,2002,819117,111576,LPG
4302,Creta 1.6,Hyundai,2021,1204927,11115,Diesel
4303,Jeep CL550,Mahindra,2020,509168,66378,CNG
4304,Terrano XL,Nissan,2012,760128,123958,LPG
4305,Jeep CL550,Mahindra,2006,1142973,6713,LPG
4306,Q7 3.0 TDI,Audi,2007,539520,117318,Diesel
4307,GLA Class 200,Mercedes,2022,1747127,102994,Petrol
4308,Cruze VCDi,Chevrolet,2018,1440218,139176,Petrol
4309,CR-V 2.4,Honda,2007,953475,118614,Diesel
4310,Elantra,Hyundai,2003,864211,111193,LPG
4311,Sail 1.2,Chevrolet,2004,1004538,81557,Petrol
4312,Jeep CL550,Mahindra,2020,1554265,76747,CNG
4313,C Class C220,Mercedes,2001,578017,113435,Petrol
4314,C Class C220,Mercedes,2019,916324,139007,Petrol
4315,Creta 1.6,Hyundai,2017,1893548,9048,Diesel
4316,Creta 1.6,Hyundai,2020,324363,9576,LPG
4317,Suzuki Wagon R,Maruti,2015,1343081,130516,Diesel
4319,Innova 2.5 V,Toyota,2021,1853201,115039,Diesel
4320,Amaze SX,Honda,2000,583362,108309,LPG
4321,Suzuki Wagon R,Maruti,2012,285642,3343,Petrol
4322,Duster 110 PS,Renault,2014,1302550,14979,Diesel
4323,Sunny XV,Nissan,2001,138799,55557,CNG
4324,Ameo 1.5,Volkswagen,2013,1283364,92868,Diesel
4325,Santro Xing,Hyundai,2009,216136,3507,Diesel
4326,CR-V 2.4,Honda,2007,851567,64775,CNG
4328,Vento 1.5,Volkswagen,2007,846242,149385,CNG
4329,Figo Aspire,Ford,2001,65143,31647,CNG
4330,Octavia Classic,Skoda,2019,331387,6593,Petrol
4331,Cruze VCDi,Chevrolet,2001,154428,32726,Diesel
4332,C Class C220,Mercedes,2018,1246971,116044,Petrol
4333,Vento 1.5,Volkswagen,2022,1788288,132976,LPG
4334,Figo Aspire,Ford,2021,784472,6466,CNG
4335,Bolero Power,Mahindra,2008,529495,147416,CNG
4336,Creta 1.6,Hyundai,2020,1518745,5262,CNG
4337,Suzuki Swift,Maruti,2004,920003,81253,Petrol
4338,EcoSport Titanium,Ford,2022,1878769,141088,LPG
4339,Nano GenX,Tata,2021,1510125,7576,Petrol
4340,Beat LS,Chevrolet,2010,908639,13307,CNG
4341,Beat LS,Chevrolet,2022,1787087,3814,Petrol
4342,Etios Liva,Toyota,2012,714879,29053,Diesel
4343,CR-V 2.4,Honda,2016,151178,127232,LPG
4344,Ameo 1.5,Volkswagen,2009,1221132,42763,LPG
4345,Spark 1.0,Chevrolet,2010,1330351,125950,CNG
4346,Cruze VCDi,Chevrolet,2004,879154,105439,CNG
4347,A6 2.0 TDI,Audi,2019,386447,78302,CNG
4348,Etios Liva,Toyota,2006,1148888,142196,LPG
4349,S Class S350,Mercedes,2023,2070557,90871,Diesel
4350,EcoSport Titanium,Ford,2021,975162,14978,Diesel
4351,Suzuki Ertiga,Maruti,2007,985890,146244,CNG
4352,XUV500 W8,Mahindra,2002,471367,20879,LPG
4353,EcoSport Titanium,Ford,2018,1514935,49001,LPG
4355,Polo Highline,Volkswagen,2014,1074897,147832,LPG
4356,Kicks XL,Nissan,2018,405386,61286,Diesel
4357,Suzuki Vitara Brezza,Maruti,2009,744710,137587,CNG
4358,Yeti Plus,Skoda,2023,1852979,56688,Diesel
4360,Duster 110 PS,Renault,2009,1157319,53519,CNG
4361,Vento 1.5,Volkswagen,2005,138983,9999,Diesel
4362,Q7 3.0 TDI,Audi,2006,928647,74393,LPG
4363,Rapid 1.6,Skoda,2022,200579,3632,Petrol
4365,CR-V 2.4,Honda,2007,604878,2766,CNG
4366,Spark 1.0,Chevrolet,2002,493470,138482,Petrol
4367,Vento 1.5,Volkswagen,2009,256476,37191,CNG
4368,Innova 2.5 V,Toyota,2022,1412205,123650,LPG
4369,Corolla Altis,Toyota,2022,1507652,141597,LPG
4370,Fortuner 3.0,Toyota,2019,1396389,26197,Petrol
4371,Grand i10,Hyundai,2016,155980,127980,Diesel
4372,EcoSport Titanium,Ford,2011,323682,68733,CNG
4373,City VX,Honda,2005,935876,90707,LPG
4374,Bolero Power,Mahindra,2015,96610,131824,Diesel
4376,Rapid 1.6,Skoda,2015,673526,139353,Petrol
4377,Spark 1.0,Chevrolet,2008,253039,27786,Diesel
4378,Captur RXL,Renault,2016,718564,117691,Petrol
4379,Lodgy 85 PS,Renault,2006,1047199,54295,Diesel
4380,Superb L&K,Skoda,2015,341503,34637,Diesel
4381,Nexon XZ,Tata,2006,652320,52251,CNG
4382,Lodgy 85 PS,Renault,2012,354463,104601,LPG
4383,A3 35 TFSI,Audi,2011,1138332,10681,Petrol
4384,Etios Liva,Toyota,2016,803826,58750,Diesel
4385,Q3 2.0 TDI,Audi,2004,390472,51603,Diesel
4386,Polo Highline,Volkswagen,2020,959360,104567,Petrol
4387,Etios Liva,Toyota,2020,879444,100083,Diesel
4388,Beat LS,Chevrolet,2000,669465,28116,LPG
4389,Nexon XZ,Tata,2019,972379,30562,Petrol
4390,Endeavour 3.2,Ford,2011,531596,84919,CNG
4391,Innova 2.5 V,Toyota,2020,195915,119937,Petrol
4392,Jetta 2.0,Volkswagen,2007,1140647,40965,CNG
4393,Q3 2.0 TDI,Audi,2001,594026,86603,Diesel
4394,Corolla Altis,Toyota,2014,233774,114118,LPG
4395,Endeavour 3.2,Ford,2013,1418514,20402,LPG
4396,Suzuki Wagon R,Maruti,2011,937267,127910,Diesel
4397,Sunny XV,Nissan,2010,356147,90069,Petrol
4398,Harrier XZ,Tata,2016,315151,40692,CNG
4399,Beat LS,Chevrolet,2009,996644,125107,CNG
4400,Suzuki Alto 800,Maruti,2021,1858194,103998,LPG
4401,Suzuki Alto 800,Maruti,2012,1458497,118112,Diesel
4402,Terrano XL,Nissan,2001,551731,20210,LPG
4403,A6 2.0 TDI,Audi,2023,1811446,2856,Petrol
4405,Spark 1.0,Chevrolet,2004,74022,103501,Petrol
4407,Captur RXL,Renault,2001,205483,95734,LPG
4408,KUV100,Mahindra,2009,95433,149154,CNG
4409,EcoSport Titanium,Ford,2012,1522256,21107,CNG
4410,A3 35 TFSI,Audi,2008,753864,13699,CNG
4411,Suzuki Swift,Maruti,2006,411370,140405,CNG
4412,Ikon 1.3,Ford,2017,1587620,93789,Petrol
4413,Amaze SX,Honda,2018,1677153,60130,Diesel
4414,X1 sDrive,BMW,2008,736138,68338,Diesel
4415,Ikon 1.3,Ford,2003,901451,92061,CNG
4416,Ikon 1.3,Ford,2021,773653,102008,CNG
4417,Octavia Classic,Skoda,2022,125010,118140,CNG
4418,C Class C220,Mercedes,2016,872318,109862,Diesel
4419,City VX,Honda,2009,1022299,11283,CNG
4420,Fortuner 3.0,Toyota,2019,592637,2526,Diesel
4421,Suzuki Swift,Maruti,2020,323863,39121,LPG
4422,Suzuki Alto 800,Maruti,2017,903656,24439,Diesel
4423,EcoSport Titanium,Ford,2015,1334062,113685,CNG
4424,Suzuki Wagon R,Maruti,2001,757089,131381,LPG
4425,Fabia 1.2L,Skoda,2006,645193,70035,LPG
4426,Q7 3.0 TDI,Audi,2013,871464,23947,CNG
4427,S Class S350,Mercedes,2011,224685,72899,Diesel
4428,Beat LS,Chevrolet,2000,378732,50750,LPG
4429,A3 35 TFSI,Audi,2002,586236,2878,CNG
4430,Cruze VCDi,Chevrolet,2021,449039,145128,Diesel
4431,Duster 110 PS,Renault,2012,106702,27210,CNG
4432,Superb L&K,Skoda,2022,848348,104205,Diesel
4433,C Class C220,Mercedes,2003,713348,122975,LPG
4435,Lodgy 85 PS,Renault,2022,183942,49519,CNG
4436,Lodgy 85 PS,Renault,2011,1376687,28418,LPG
4437,A4 2.0 TDI,Audi,2015,301497,9835,CNG
4438,Corolla Altis,Toyota,2015,628768,113160,CNG
4439,GLA Class 200,Mercedes,2019,1725423,97451,Petrol
4440,Yaris J,Toyota,2018,1613491,100625,LPG
4441,Grand i10,Hyundai,2008,1050704,80202,Petrol
4442,C Class C220,Mercedes,2023,1787490,9122,LPG
4443,Vento 1.5,Volkswagen,2011,381780,17353,CNG
4444,Etios Liva,Toyota,2015,940737,4661,LPG
4445,Vento 1.5,Volkswagen,2008,911342,11823,Diesel
4446,Santro Xing,Hyundai,2018,1815970,63643,LPG
4447,Nexon XZ,Tata,2014,1253804,32788,LPG
4448,X5 xDrive,BMW,2015,301234,34247,CNG
4449,Thar CRDe,Mahindra,2002,744847,44548,Diesel
4450,CR-V 2.4,Honda,2023,649921,129091,Petrol
4451,GLA Class 200,Mercedes,2018,1164350,120692,LPG
4452,Corolla Altis,Toyota,2022,1814407,97524,LPG
4454,Suzuki Baleno,Maruti,2013,893381,55847,Petrol
4455,Grand i10,Hyundai,2004,177453,106426,Diesel
4456,Jazz V,Honda,2008,293664,80944,CNG
4457,Verna 1.6,Hyundai,2001,708645,24651,Petrol
4458,Kicks XL,Nissan,2007,804520,95793,Diesel
4459,Cruze VCDi,Chevrolet,2010,465683,105756,Diesel
4460,Scorpio S10,Mahindra,2000,544667,23665,LPG
4461,Jeep CL550,Mahindra,2016,1099097,140393,Diesel
4462,C Class C220,Mercedes,2014,1123818,110856,CNG
4464,Ikon 1.3,Ford,2001,56426,113659,LPG
4465,X1 sDrive,BMW,2019,1587682,53747,LPG
4467,Polo Highline,Volkswagen,2004,214850,131965,LPG
4468,Jeep CL550,Mahindra,2010,1335344,143388,CNG
4469,Amaze SX,Honda,2004,994341,125137,CNG
4470,Fortuner 3.0,Toyota,2000,676275,26303,Diesel
4471,Micra XL,Nissan,2001,645403,124617,Petrol
4472,Bolero Power,Mahindra,2002,645205,137962,Petrol
4473,i20 Asta,Hyundai,2005,375654,50504,CNG
4475,Fortuner 3.0,Toyota,2007,127097,110254,CNG
4476,Nexon XZ,Tata,2000,580847,91336,LPG
4477,Suzuki Vitara Brezza,Maruti,2000,674645,44397,LPG
4478,i20 Asta,Hyundai,2018,1646106,47759,LPG
4479,Jeep CL550,Mahindra,2018,1878535,128729,Petrol
4480,Rapid 1.6,Skoda,2023,1594552,73304,Petrol
4481,Captur RXL,Renault,2016,1583667,39308,CNG
4482,Jeep CL550,Mahindra,2022,1683991,46909,LPG
4483,Q7 3.0 TDI,Audi,2019,949654,10187,Diesel
4484,Suzuki Alto 800,Maruti,2002,150339,18956,LPG
4485,Suzuki Swift,Maruti,2012,1155122,99008,Petrol
4486,Superb L&K,Skoda,2016,1758679,33657,LPG
4487,Ikon 1.3,Ford,2007,667984,36824,Diesel
4488,Nexon XZ,Tata,2009,911415,39841,CNG
4489,Kicks XL,Nissan,2002,876562,54290,Petrol
4491,Captur RXL,Renault,2010,462060,6693,CNG
4492,Octavia Classic,Skoda,2006,914578,84436,LPG
4493,Captur RXL,Renault,2005,440072,58939,Petrol
4494,5 Series 520d,BMW,2016,1810609,100703,Diesel
4495,Yaris J,Toyota,2014,1385417,18837,LPG
4496,E Class E220,Mercedes,2018,1110297,102013,LPG
4497,Jeep CL550,Mahindra,2010,952604,62339,Petrol
4498,City VX,Honda,2005,821923,132639,LPG
4499,Cruze VCDi,Chevrolet,2001,764852,132775,Petrol
4500,Bolero Power,Mahindra,2007,612535,25534,Diesel
4501,KUV100,Mahindra,2005,878517,6464,Petrol
4502,Spark 1.0,Chevrolet,2004,225092,78563,Diesel
4503,Indica V2,Tata,2003,259473,56513,CNG
4504,Etios Liva,Toyota,2007,880483,145629,Diesel
4505,Sunny XV,Nissan,2002,136552,31679,CNG
4506,A3 35 TFSI,Audi,2019,372749,40290,Petrol
4507,Santro Xing,Hyundai,2014,847605,130895,Petrol
4508,S Class S350,Mercedes,2009,949802,76220,CNG
4509,Corolla Altis,Toyota,2022,1568233,7619,Petrol
4510,Innova 2.5 V,Toyota,2000,288035,20995,LPG
4511,Harrier XZ,Tata,2017,279304,7498,LPG
4512,Kicks XL,Nissan,2005,1046710,92886,CNG
4513,Lodgy 85 PS,Renault,2013,456412,120544,CNG
4514,Suzuki Alto 800,Maruti,2016,401527,66599,LPG
4515,Beat LS,Chevrolet,2000,248740,10152,Diesel
4516,Figo Aspire,Ford,2011,661119,115460,Diesel
4517,Ikon 1.3,Ford,2002,545322,85373,CNG
4518,Nexon XZ,Tata,2021,1482098,66664,LPG
4519,3 Series 320d,BMW,2010,850945,52906,CNG
4520,Vento 1.5,Volkswagen,2006,632698,123731,CNG
4521,EcoSport Titanium,Ford,2011,1470013,91784,LPG
4522,Thar CRDe,Mahindra,2014,1313963,44586,Petrol
4523,X5 xDrive,BMW,2003,739891,139628,CNG
4524,Polo Highline,Volkswagen,2009,1067405,112814,CNG
4525,Civic 1.8V,Honda,2004,547729,58615,LPG
4526,Ikon 1.3,Ford,2019,298088,100362,Diesel
4527,CR-V 2.4,Honda,2015,1461465,80986,LPG
4528,C Class C220,Mercedes,2003,140047,117012,Petrol
4529,Thar CRDe,Mahindra,2005,1091006,114856,CNG
4530,Bolero Power,Mahindra,2013,751631,92442,CNG
4531,GLA Class 200,Mercedes,2023,1105693,53817,Petrol
4532,Indica V2,Tata,2010,691997,6820,Diesel
4533,Rapid 1.6,Skoda,2013,265402,144118,LPG
4534,Duster 110 PS,Renault,2015,1348765,87157,Diesel
4535,Suzuki Vitara Brezza,Maruti,2000,157316,16059,LPG
4536,Nano GenX,Tata,2017,1809817,66921,LPG
4537,Ameo 1.5,Volkswagen,2015,578839,116402,Petrol
4538,Santro Xing,Hyundai,2022,937243,57996,Petrol
4539,Polo Highline,Volkswagen,2003,778290,78343,CNG
4540,Ameo 1.5,Volkswagen,2013,224645,100927,Petrol
4541,Suzuki Vitara Brezza,Maruti,2004,366322,144420,Petrol
4542,Yeti Plus,Skoda,2016,1198271,105192,CNG
4543,CR-V 2.4,Honda,2005,778019,8539,Petrol
4544,City VX,Honda,2007,905867,57861,CNG
4545,Yeti Plus,Skoda,2009,861684,90187,LPG
4546,Yaris J,Toyota,2016,1415465,71735,CNG
4547,Duster 110 PS,Renault,2002,807357,142736,LPG
4548,Nano GenX,Tata,2012,1084159,13484,Diesel
4549,Elantra,Hyundai,2013,707857,48200,CNG
4550,Vento 1.5,Volkswagen,2023,242698,60783,CNG
4551,Fabia 1.2L,Skoda,2019,541609,59233,Diesel
4552,Indica V2,Tata,2010,659767,70534,LPG
4553,Sail 1.2,Chevrolet,2007,1058393,45693,LPG
4554,Terrano XL,Nissan,2007,291656,108272,Petrol
4555,Suzuki Vitara Brezza,Maruti,2004,426323,9717,Diesel
4556,Ikon 1.3,Ford,2015,421295,38636,LPG
4557,Captur RXL,Renault,2014,1752160,149580,Diesel
4558,KUV100,Mahindra,2011,1217202,138025,Petrol
4559,Civic 1.8V,Honda,2008,1020160,45143,Petrol
4560,Innova 2.5 V,Toyota,2001,822150,76311,LPG
4561,Nano GenX,Tata,2004,277472,47956,CNG
4562,Suzuki Baleno,Maruti,2018,318346,39509,Petrol
4563,Captur RXL,Renault,2021,448002,113129,Diesel
4564,Fortuner 3.0,Toyota,2017,814290,147720,Diesel
4565,i20 Asta,Hyundai,2005,544052,18345,LPG
4566,Safari Dicor,Tata,2007,1153972,77689,LPG
4567,Vento 1.5,Volkswagen,2016,1604956,35295,CNG
4568,Endeavour 3.2,Ford,2014,1273751,137095,Petrol
4569,Fortuner 3.0,Toyota,2023,1234322,106315,LPG
4570,Etios Liva,Toyota,2003,567126,147402,Diesel
4571,Beat LS,Chevrolet,2021,1245895,45494,CNG
4573,5 Series 520d,BMW,2004,200107,76943,LPG
4574,Ameo 1.5,Volkswagen,2000,476189,89482,LPG
4575,Micra XL,Nissan,2017,233639,98881,Diesel
4576,X5 xDrive,BMW,2023,956754,71595,CNG
4577,Rapid 1.6,Skoda,2005,208846,110846,Diesel
4580,A6 2.0 TDI,Audi,2006,824136,75863,Diesel
4581,Creta 1.6,Hyundai,2010,824676,80569,CNG
4582,Vento 1.5,Volkswagen,2022,2263150,143968,LPG
4583,Figo Aspire,Ford,2018,408815,84898,Petrol
4584,Fortuner 3.0,Toyota,2023,286739,70805,Petrol
4585,Lodgy 85 PS,Renault,2018,445903,148627,Petrol
4586,Kwid RXT,Renault,2022,1902795,99714,Diesel
4587,Verna 1.6,Hyundai,2023,1524703,22376,Diesel
4588,Amaze SX,Honda,2017,1352966,118898,Diesel
4589,Sail 1.2,Chevrolet,2013,1593449,98699,Diesel
4590,Kwid RXT,Renault,2008,887016,25442,CNG
4591,X1 sDrive,BMW,2005,876328,18275,Petrol
4592,Cruze VCDi,Chevrolet,2014,684675,63556,Petrol
4593,C Class C220,Mercedes,2016,563759,132715,LPG
4594,Vento 1.5,Volkswagen,2005,529179,89638,Diesel
4595,Micra XL,Nissan,2007,892494,33992,Diesel
4596,Captur RXL,Renault,2002,441643,23203,Diesel
4597,E Class E220,Mercedes,2017,400224,106656,LPG
4598,EcoSport Titanium,Ford,2009,1155092,82512,CNG
4599,X1 sDrive,BMW,2014,1320606,60773,Diesel
4600,Suzuki Ertiga,Maruti,2022,120731,75603,LPG
4602,S Class S350,Mercedes,2013,1444692,68903,Petrol
4603,Ikon 1.3,Ford,2015,1802531,31932,LPG
4605,Suzuki Ertiga,Maruti,2021,154530,80004,Diesel
4606,Polo Highline,Volkswagen,2009,1153282,52990,Diesel
4607,Suzuki Wagon R,Maruti,2019,511427,75984,Petrol
4608,5 Series 520d,BMW,2020,212845,148703,LPG
4609,Yeti Plus,Skoda,2020,1023051,98322,Petrol
4610,Q3 2.0 TDI,Audi,2009,535790,125295,Diesel
4611,Nexon XZ,Tata,2019,822047,34215,Petrol
4612,Kwid RXT,Renault,2015,1450989,120909,CNG
4613,Kicks XL,Nissan,2003,894682,127983,Petrol
4614,Kwid RXT,Renault,2022,1868382,27764,LPG
4615,Jazz V,Honda,2013,736294,56786,LPG
4616,Yeti Plus,Skoda,2021,699830,80922,Petrol
4617,EcoSport Titanium,Ford,2017,470277,73383,Petrol
4618,GLA Class 200,Mercedes,2020,215513,42579,Petrol
4619,3 Series 320d,BMW,2012,1216738,52368,CNG
4620,Suzuki Wagon R,Maruti,2016,1450891,94739,CNG
4621,i20 Asta,Hyundai,2019,472137,145215,CNG
4623,Rapid 1.6,Skoda,2000,163980,17738,Petrol
4624,Endeavour 3.2,Ford,2022,2020860,124246,Petrol
4625,Innova 2.5 V,Toyota,2007,68269,146531,Petrol
4626,Indica V2,Tata,2022,1339939,11160,LPG
4627,Lodgy 85 PS,Renault,2019,1027829,114513,CNG
4628,Micra XL,Nissan,2012,1012137,41654,CNG
4630,Yeti Plus,Skoda,2008,497884,42747,CNG
4631,Suzuki Alto 800,Maruti,2013,217374,110758,CNG
4632,Terrano XL,Nissan,2013,688478,94017,Petrol
4634,X1 sDrive,BMW,2020,639013,67613,CNG
4635,Vento 1.5,Volkswagen,2002,221487,16096,CNG
4636,5 Series 520d,BMW,2018,1338051,86751,CNG
4637,Verna 1.6,Hyundai,2019,881457,56714,Diesel
4638,A4 2.0 TDI,Audi,2011,106584,45303,Petrol
4639,Yaris J,Toyota,2002,701231,56822,Diesel
4640,Terrano XL,Nissan,2021,1256112,3970,Diesel
4641,Kwid RXT,Renault,2022,596106,94689,LPG
4642,Indica V2,Tata,2015,1069366,6880,Diesel
4643,Lodgy 85 PS,Renault,2004,381548,54173,Diesel
4644,EcoSport Titanium,Ford,2000,464739,644,LPG
4645,Indica V2,Tata,2017,482735,77567,Diesel
4646,X1 sDrive,BMW,2007,283843,131773,LPG
4647,Endeavour 3.2,Ford,2015,239163,141727,LPG
4649,Safari Dicor,Tata,2002,595315,58862,CNG
4650,Figo Aspire,Ford,2011,1306675,142978,LPG
4651,Cruze VCDi,Chevrolet,2007,341982,12594,Petrol
4652,Fabia 1.2L,Skoda,2005,635168,73319,Diesel
4653,Spark 1.0,Chevrolet,2023,2148510,125309,CNG
4654,A6 2.0 TDI,Audi,2011,1308239,27633,CNG
4655,Duster 110 PS,Renault,2014,1666011,56608,Petrol
4656,X5 xDrive,BMW,2018,1322233,55071,Petrol
4658,X1 sDrive,BMW,2013,1008487,53142,CNG
4659,C Class C220,Mercedes,2019,1754425,102763,LPG
4660,Thar CRDe,Mahindra,2007,1067217,4791,CNG
4661,Tiago Revotorq,Tata,2014,1249436,47560,Diesel
4662,Yeti Plus,Skoda,2020,1657347,84272,LPG
4663,Figo Aspire,Ford,2012,659060,6695,LPG
4664,Corolla Altis,Toyota,2007,777115,145124,CNG
4665,A6 2.0 TDI,Audi,2007,946980,146044,CNG
4666,Jazz V,Honda,2021,2112967,46603,Diesel
4667,Elantra,Hyundai,2020,249300,116391,CNG
4668,5 Series 520d,BMW,2020,1163093,43105,Diesel
4669,Terrano XL,Nissan,2010,184787,79493,CNG
4670,3 Series 320d,BMW,2007,929272,108664,Diesel
4671,Ikon 1.3,Ford,2012,1034265,140334,Diesel
4672,Amaze SX,Honda,2006,554558,6636,Diesel
4673,Rapid 1.6,Skoda,2006,1093546,113735,CNG
4674,i20 Asta,Hyundai,2001,447774,90013,LPG
4675,Tiago Revotorq,Tata,2011,612602,145212,LPG
4676,Endeavour 3.2,Ford,2008,976310,69934,CNG
4677,Suzuki Ertiga,Maruti,2007,167533,147650,LPG
4678,Fortuner 3.0,Toyota,2022,2093562,57201,Petrol
4679,S Class S350,Mercedes,2005,963159,137843,CNG
4680,Sunny XV,Nissan,2017,912326,80137,Petrol
4681,CR-V 2.4,Honda,2022,1016080,68071,CNG
4682,Jazz V,Honda,2018,1882885,78765,Diesel
4683,Innova 2.5 V,Toyota,2009,600736,4388,Petrol
4684,Bolero Power,Mahindra,2012,1009160,66545,CNG
4685,Terrano XL,Nissan,2017,1789825,33058,CNG
4686,Suzuki Alto 800,Maruti,2004,298397,33162,CNG
4687,Civic 1.8V,Honda,2017,1802179,107539,LPG
4688,S Class S350,Mercedes,2021,1904967,28715,Petrol
4689,Innova 2.5 V,Toyota,2009,264587,139375,Diesel
4690,Fabia 1.2L,Skoda,2001,235336,131216,Diesel
4691,i20 Asta,Hyundai,2022,279331,55655,Diesel
4693,Fortuner 3.0,Toyota,2008,794008,15484,Diesel
4694,X1 sDrive,BMW,2007,168097,41926,Petrol
